ingr_descr_eng,foodex2_ingr_code,ingr_code
"Canned lamb, stewed",A03RF#F04.A01RK$F18.A07NN$F28.A07GM,70100001
"Multivitamins supplement, oral emulsion",A03SL#F03.A06JK,200203108
"Cockles, boiled",A02HE#F28.A0BA1,80300024
"Royal jelly and orange, liquid",A03SQ#F04.A01CR$F04.A0CVG$F03.A06JL,200206301
"Fluorine, drops",A03SM#F04.A0F3A$F03.A06JL,200203001
"Quail, with skin, stewed with olive oil",A01TB#F04.A036P$F20.A07QQ$F28.A07GM,70400013
"Follow-on formula, Nidina Expert H.A. Confort, NestlÃ©, reconstituted",A03QV,999900151
"Cereals NutribÃ©n, growth, +6 months, reconstituted with water",A0BZF,999900173
"Infant cereals, milk-based, liquid pap ""Milk and cereals, 8 cereals and honey, >6 months, NestlÃ©""",A0BZF#F04.A03QR$F04.A003X$F04.A002L$F04.A003T$F04.A003J$F04.A003F$F04.A002T$F04.A002Q$F04.A002Y$F04.A033J$F04.A0BSL$F04.A06PQ$F04.A06VT$F09.A0EXD$F09.A0EXA$F09.A0EXE$F09.A0EXH$F09.A0EXN$F09.A0EXZ$F09.A0EXM$F09.A0EXL$F09.A0EXV$F09.A0EXT$F09.A0EXK$F09.A0EXY,60604002
"Dairy dessert, spoonable",A02PV,50900023
"Sugar, light, with artificial sweeteners",A032J#F10.A0CRG,110200010
"Vermouth, sweet",A03NH#F10.A0CQM,140300007
"Simple cereals NestlÃ©, Cerelac yoghurt Strawberry Banana, >8 months, reconstituted with whole milk",A0BZE,999900251
"Canned veal, stewed with vegetables",A03RF#F04.A07XJ,70100003
"Infant cereals, milk-based, liquid pap ""Milk and cereals, Biscuits, >6 months, NestlÃ©""",A0BZF#F04.A03QR$F04.A003X$F04.A0BSL$F04.A06VT$F04.A009V$F09.A0EXD$F09.A0EXD$F09.A0EXA$F09.A0EXE$F09.A0EXH$F09.A0EXN$F09.A0EXZ$F09.A0EXM$F09.A0EXL$F09.A0EXV$F09.A0EXT$F09.A0EXK$F09.A0EXY$F09.A0EXS$F09.A0EXX$F09.A0EXQ$F09.A0EXR$F09.A0EXP,60604004
"Butter, lactose free",A039C#F10.A0CQD,100200003
"Infant cereals, non milk-based, ""NestlÃ© expert sinlac, NestlÃ©""",A03QY#F27.A001D$F08.A032H$F04.A0BSL$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXM$F09.A0EXD$F09.A0EXE$F09.A0EXA$F09.A0EXP$F09.A0EXP$F09.A0EXX$F09.A0EXR$F09.A0EXT,60602010
"Simple cereals BlÃ©dina, ""Os meus 1os Multicereais JÃºnior"", 12-36 months, reconstituted with whole milk",A0BZE,999900254
"Follow-on formula, Enfalac A.R. 2, Enfalac, reconstituted",A03QR,999900126
Donax clams,A02HA#F01.A11JX,80300026
"Cake ""NapoleÃ£o""",A00CC#F04.A032R$F04.A03HG$F28.A07MA$F28.A07LZ,120100008
"Burger, vegetables and cheese",A0F3F#F04.A02QE,70700006
"Follow-on formula Bio 2, Holle, reconstituted",A03QR,999900081
"Simple cereals NestlÃ©, Cerelac ""1Âª Papa"" maize and rice, >4 months, reconstituted with whole milk",A0BZE,999900230
"Follow-on formula, goat milk-based Bio 2, Holle, reconstituted",A03QR,999900082
"Goatling, breast, stewed with olive oil and margarine",A01RL#F31.A0C8X$F02.A07XS$F04.A036P$F04.A0F1G$F28.A07GM,70207010
"Simple cereals NestlÃ©, Cerelac yoghurt 8 cereals, >8 months, reconstituted with follow-on formula",A0BZE,999900243
Sea bream,A029V,80200012
"Vitamin B12 and minerals, drops",A03SN#F04.A0EXP$F03.A06JL,200200701
Surmullet,A02AD,80200125
"Cow, loin, low fat, roasted with margarine",A01QX#F04.A0F1G$F10.A077C$F28.A07GY,70202049
"Vitamin C and acerola, efervescent tabs",A03TC#F04.A01JC$F04.A0EXN$F03.A06JH,200201501
"Stock cubes for broth, shellfish",A043F#F04.A0EZQ,150500030
"Portuguese cheese, ""AzeitÃ£o""",A02RJ#F27.A02MC,50800030
"Simple cereals Hero, Hero Baby Multicereals with spelt, > 6 months, reconstituted with follow-on formula",A0BZE,999900267
Soy oil,A036X,100100007
"Simple cereals NutribÃ©n, 8 cereals and honey, +6 months, reconstituted with human milk",A0BZE,999900220
Paprika powder,A019L,150400010
Canned squid,A0BZ5#F27.A02JH,80100013
"Simple cereals NestlÃ©, Cerelac 8 cereals and honey, >6 months, reconstituted with follow-on formula",A0BZE,999900234
"Turkey, breast with skin",A01SQ#F02.A07XS$F20.A07QQ,70303004
Fish paste or surimi,A02KE,80400016
"Oyster, raw",A02HG,80300018
"Infant formula, NAN H.A. 1, NestlÃ©, reconstituted",A03QJ,999900101
"Infant formula, hypo-allergenic, infants, reconstituted",A03QJ,999900097
"Infant cereals, non milk-based, ""Cerelac yoghurt 8 cereals, >8 months, NestlÃ©""",A03QY#F27.A001N$F27.A000P$F27.A000T$F27.A001K$F27.A001L$F27.A000G$F27.A001B$F27.A001D$F04.A06VT$F04.A02NG$F09.A0EXH$F09.A0EXD$F09.A0EXE$F09.A0EXA$F09.A0EXN$F09.A0EXL$F09.A0EXV$F09.A0EXY$F09.A0EXZ$F09.A0EXS$F09.A0EXQ$F09.A0EXM,60602014
"Cereals NutribÃ©n, fruit, +4 months, reconstituted with water",A0BZF,999900172
"Infant cereals, non milk-based, ""Rice cream, +4 months, NutribÃ©n""",A03QY#F27.A001D$F04.A0BSL$F04.A06VT$F09.A0EXH$F09.A0EXG$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM,60602004
"Pig, leg, full fat, roasted",A01RG#F02.A07XQ$F10.A077A$F28.A07GY,70204076
Spelt flour,A004H,60100023
"Cereals BlÃ©dina, variated fruit, 6-36 months, reconstituted with water",A0BZF,999900185
Lamb fresh meat,A01RK,70205004
"Cow, loin, low fat, roasted with olive oil, butter and margarine",A01QX#F04.A036P$F04.A036N$F04.A039C$F10.A077C$F28.A07GY,70202052
"Dessert, egg yolk and sugar",A04NS#F04.A0F6F$F04.A032H,110400023
Chocolate,A0EQD,110300018
"Simple cereals BlÃ©dina, 8 cereals and honey, 6-36 months, reconstituted with whole milk",A0BZE,999900257
"Hypercaloric supplement, powder",A03SE#F03.A06JD,200208901
"Brewer's yeast, tabs or capsules",A03TB#F04.A03MB$F03.A06JH,200204703
"Multivitamin and mineral supplements, ampoule",A03SN#F03.A06JL,200203307
"Chicken, breast and wing, with skin, stewed with margarine",A01SP#F04.A0F1G$F20.A07QQ$F28.A07GM,70302039
"Infant formula, NAN 1, NestlÃ©, reconstituted",A03QF,999900063
"Black beer, alcohol-free",A03ML#F10.A0C0V,130100007
"Biscuit, chocolate, covered with white chocolate",A009Z#F04.A034P$F28.A07HP,120200049
"Cereals NutribÃ©n, multicereals e honey, biscuits, +6 months, reconstituted with water",A0BZF,999900176
Mustard seeds,A015S,150400037
Cardamom,A018V,150400007
Tapioca starch,A011J,60100025
"Simple cereals Continente, biscuits, reconstituted with whole milk",A0BZE,999900263
"Follow-on formula, NutribÃ©n A.O. Confort 2, NutribÃ©n, reconstituted",A03QR,999900145
"Simple cereals NestlÃ©, Cerelac 8 cereals and honey, >6 months, reconstituted with whole milk",A0BZE,999900236
Crabs,A02FL,80300007
"Protein supplement, creatine and glutamine, powder",A03SY#F04.A0F4P$F03.A06JD,200209201
"Simple cereals NestlÃ©, Cerelac ""1Âª Papa"" maize and rice, >4 months, reconstituted with human milk",A0BZE,999900229
"Follow-on formula, Novalac HA Confort, Novalac, reconstituted",A03QJ,999900111
"Follow-on formula, Milkid 2, Milkid, reconstituted",A03QR,999900074
"Portuguese fresh uncured cheese, ""Serra""",A02QF#F27.A02MC,50800036
"Goatling, meat",A01RL#F31.A0C8X,70207002
"Follow-on formula, Miltina Junior, Miltina, reconstituted",A03QR,999900096
"Sausage, soy",A03TF#F02.A06AS,70700014
Lamb fresh meat,A01RK,70205002
Tree nuts mixture with added salt,A014C#F04.A042P,40300006
"Infant formula, Nutramigen 1 LGG Lipil, Nutramigen, reconstituted",A03QR,999900100
"Follow-on formula, Novalac AO, Novalac, reconstituted",A03QR,999900148
"Multivitamin and mineral supplements, efervescent tabs",A03SN#F03.A06JH,200203304
"Whey protein, n.e.",A03SY#F04.A02PS,200206801
Palm and maple syrup,A033Z#F27.A0CXG$F27.A034A$F03.A06JL,200209101
"Dairy desserts spoonable, ""Natas do cÃ©u""",A02PV#F04.A02ML$F04.A031G$F04.A009V,50900027
"Cappuccino drink, decaffeinated",A03KH#F10.A0CQH,130404014
"Radishes, white",A00QV#F10.A0F2R,20400010
"Lamb kidney, fried with margarine",A01YN#F04.A0F1G$F28.A07GS,70600013
Hare,A01SJ,70400003
Silver scabbardfish,A0FBG,80200103
"Cake, like Phoskitos",A00AQ#F28.A07HP,120100030
"Multivitamins, minerals, royal jelly and pollen, powder, sachet or granules",A03TC#F04.A0EVG$F04.A0EVF$F04.A0CVH$F04.A0CVG$F03.A06JD,200203602
"Ice cream, in bar, ""Snickers"" type",A02QA#F04.A035A$F04.A02ML$F04.A034M$F04.A015H,51101024
"Cider, strong",A03ND#F10.A06HX,140200019
"Porgies, boiled",A029V#F01.A0QSR$F28.A07GL,80200101
Sauerkraut,A00ZK,20500009
"Broth, prepared with vegetables cube",A043J#F04.A0EZQ$F28.A07MR,160100016
"Ice cream, in bar, ""Twix"" type",A02QA#F04.A0EQD$F04.A035A$F04.A009V$F04.A02ML,51101025
Pretezels,A005V,180100010
Isotonic drink,A03GB,130300024
"Infant formula, milk-based, powder, organic",A03QA#F21.A07SE,50501011
Human colostrum milk,A02MJ#F23.A07TG,50200012
"Follow-on formula, milk-based, powder, 1-3 years, organic",A03QL#F21.A07SE$F23.A07TK,50501042
"Infant formula, powder",A0EQM,50501001
"Infant formula, milk-based, powder",A03QA,50501010
"Simple cereals NutribÃ©n, multifruits, +4 months, reconstituted with whole milk",A0BZE,999900212
Gingerbread,A00CR,120100045
Molasses,A033S,110200031
"Traditional mixed alcoholic drink, ""Poncha""",A03PQ#F04.A0CSC$F04.A033Y$F04.A033J$F04.A03AG,140100007
"Ice cream, in bar",A02PZ#F03.A06JJ,51101020
Tamarillos,A01HZ,40200082
"Follow-on formula, Nidina Expert + Grown , NestlÃ©, reconstituted",A03QR,999900093
"Simple cereals NutribÃ©n, wheat flakes and fruits, Breakfast, +12 months, reconstituted with follow-on formula",A0BZE,999900225
"Follow-on formula, milk-based, powder",A03QL,50501025
"Cereals BlÃ©dina, pears and apples, 6-36 months, reconstituted with water",A0BZF,999900187
"Follow-on formula, Novalac Premium 2, Novalac, reconstituted",A03QR,999900069
"Cereals NutribÃ©n, cocoa with  biscuits, +12 months, reconstituted with water",A0BZF,999900177
"Cereals BlÃ©dina, ""Os meus 1os pedacinhos de chocolate"", 15-36 months, reconstituted with water",A0BZF,999900183
Maize semolina,A002N,60100038
"Margarine, with salt",A039G#F04.A042P,100300004
Fruiting vegetables,A00HN,20300001
CachaÃ§a,A0CSC#F27.A010V,140500011
Wrasse,A026V#F01.A09J0,80200058
"Pea protein isolated, powder, sachet or granules",A0EVD#F27.A012J$F03.A06JD,200209301
Marjoram,A00XX,150400024
"Minarine, half margarine",A0F1G#F07.A074H,100300006
"Infant formula, NutribÃ©n hydrolised, NutribÃ©n, reconstituted",A03QJ,999900119
"Infant formula, NutribÃ©n Natal, NutribÃ©n, reconstituted",A03QF,999900066
"Follow-on formula, powder, 1-3 years",A03QK#F23.A07TK,50501030
"Infant cereals, milk-based, liquid pap ""Milk and cereals, Miscellaneous fruits, >6 months, NestlÃ©""",A0BZF#F04.A03QR$F04.A003X$F04.A03BN$F04.A0BSL$F04.A06VT$F04.A06KB$F04.A06KL$F04.A06SE$F09.A0EXD$F09.A0EXA$F09.A0EXE$F09.A0EXH$F09.A0EXN$F09.A0EXZ$F09.A0EXM$F09.A0EXL$F09.A0EXV$F09.A0EXT$F09.A0EXK$F09.A0EXY$F09.A0EXS$F09.A0EXX$F09.A0EXQ$F09.A0EXR$F09.A0EXP,60604003
"Infant cereals, milk-based, liquid pap ""Milk and cereals, pyjama, >6 months, NestlÃ©""",A0BZF#F04.A03QR$F04.A003X$F04.A0BSL$F04.A06VT$F04.A03BN$F04.A06KB$F04.A06SE$F04.A06KL$F09.A0EXD$F09.A0EXA$F09.A0EXE$F09.A0EXH$F09.A0EXN$F09.A0EXZ$F09.A0EXM$F09.A0EXL$F09.A0EXV$F09.A0EXT$F09.A0EXK$F09.A0EXY$F09.A0EXS$F09.A0EXX$F09.A0EXQ$F09.A0EXR$F09.A0EXP,60604005
"Infant cereals, non milk-based, ""Cerelac apple and pear yoghurt, >8 months, NestlÃ©""",A03QY#F27.A001N$F27.A001K$F27.A000P$F27.A000T$F27.A001L$F27.A001D$F27.A001B$F27.A000G$F04.A02NG$F04.A06VT$F04.A01DJ$F04.A01DP$F09.A0EXH$F09.A0EXD$F09.A0EXE$F09.A0EXJ$F09.A0EXN$F09.A0EXV$F09.A0EXY$F09.A0EXZ$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXL,60602015
"Fatty acids, omega 3 and omega 6, liquid",A03SX#F04.A0EVV$F04.A0EVT$F03.A06JL,200207601
"Infant cereals, non milk-based, ""Wheat flakes and fruits, Breakfast, +12 months, NutribÃ©n""",A03QY#F27.A001N$F04.A032H$F04.A0BSL$F04.A06VT$F04.A04JS$F04.A01DJ$F04.A0DZB$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM$F09.A0EXD$F09.A0EXP,60602008
Chocolate cake,A00BG,120100015
Bread with cheese,A0BY0#F04.A02QE,180200035
Cream with cheese flavour,A02MM#F04.A06LZ,51001014
"Royal jelly, ampoule",A03SQ#F04.A0CVG$F03.A06JL,200206101
Madeira wine,A03NK,140300010
"Infant cereals, milk-based ""Growth, +6 months, NutribÃ©n""",A03QZ#F04.A001D$F04.A001N$F04.A001K$F04.A000P$F04.A032H$F04.A02PL$F04.A06VT$F09.A0EXH$F09.A0EXG$F09.A0EXD$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXX$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM$F09.A0EXP,60601004
"Cereals BlÃ©dina, 7 cereals and cookies, 6-36 months, reconstituted with water",A0BZF,999900189
"Cereals Continente, 5 fruits, reconstituted with water",A0BZF,999900196
"Soft drink, apple, with gas, like Champomy",A03EA#F04.A01DJ$F10.A06HS,130300014
"Lamb, shop or leg, roasted without sauce",A01RK#F28.A07GY,70205026
"Energy drinks, lime flavour",A03GA#F04.A06QH,130300035
Roasted pear with sugar,A01DP#F04.A032H$F28.A07GX,999900344
"Liqueur, cream, whisky",A03PA#F04.A03PF,140700012
Capers buds,A01AM,20300025
Paprika powder,A019L,150400027
Cereal grains,A000L,60200049
"Simple cereals NutribÃ©n, ""Primeira papa"", +4 months, reconstituted with follow-on formula",A0BZE,999900207
"Follow-on formula, milk-based, powder",A03QL,50503007
"Infant formula, milk-based, powder",A03QA,50505011
"Infant cereals, milk-based ""Apple, +4 months, NutribÃ©n""",A03QZ#F04.A01DJ$F04.A001D$F04.A000T$F04.A02PL$F04.A06VT$F09.A0EXH$F09.A0EXG$F09.A0EXD$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXX$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM$F09.A0EXP,60601002
"Infant formula, based on protein hydrolysates, powder",A03QD,50505014
"Chicken, breast without skin, boiled",A01SP#F20.A07QR$F28.A07GL,70302019
"Infant cereals, non milk-based, ""Cerelac strawberry and banana yoghurt, >8 months, NestlÃ©""",A03QY#F27.A001N$F27.A001K$F27.A000P$F27.A000T$F27.A001L$F27.A001D$F27.A001B$F27.A000G$F04.A02NG$F04.A04JS$F04.A01EA$F04.A06VT$F09.A0EXH$F09.A0EXD$F09.A0EXE$F09.A0EXJ$F09.A0EXN$F09.A0EXV$F09.A0EXY$F09.A0EXZ$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXL,60602016
"Infant cereals, milk-based ""Cocoa and biscuits, +12 months, NutribÃ©n""",A03QZ#F04.A001M$F04.A032H$F04.A02PL$F04.A0ETM$F04.A009V$F04.A03HG$F04.A06VT$F09.A0EVF$F09.A0EVG,60601008
"Wheat bread, loaf, with raisins",A005K#F04.A001M$F04.A01ME,60301032
"Pig, chop, half fat, stewed with margarine",A01RG#F04.A0F1G$F10.A077B$F28.A07GM,70204042
Traditional unleavened breads,A006R,999900030
Potato bread,A005K#F04.A00ZT,60301055
"Cow, for boiling or stewing, half fat, stewed",A01QX#F10.A077B$F28.A07GM,70202029
"Multivitamins and selenium, tabs or capsules",A03SN#F04.A0EVZ$F03.A06JH,200203201
"Vitamins, minerals and omega-3 fatty acids, soft capsule",A03TC#F04.A0EVG$F04.A0EVF$F04.A0EVV$F03.A0CED,200204403
"Aloe vera, tabs or capsules",A03SS#F04.A03DG$F03.A06JH,200205602
Pumpkins,A00KH,20300020
"Turnips, boiled",A00RE#F28.A07GL,20400012
"Infant cereals, milk-based ""Cerelac banana and orange, +6 months, NestlÃ©""",A03QZ#F04.A001N$F04.A02PL$F04.A06VT$F04.A0BSL$F04.A01MA$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXT$F09.A0EXZ$F09.A0EXS$F09.A0EXK$F09.A0EXQ$F09.A0EXR$F09.A0EXM$F09.A0EXH$F09.A0EXD$F09.A0EXA$F09.A0EXE,60601013
"Pig, rib, stewed with vegetable oil and pork lard",A01RG#F04.A036N$F04.A037V$F28.A07GM,70204060
"Calf, chop fried without sauce",A01QY#F28.A07GS,70203028
"European hake, fried",A02CB#F01.A08XQ$F28.A07GS,80200120
"Follow-on formula, Novalac Rice, Novalac, reconstituted",A03QJ,999900112
"Follow-on formula, Infant formula, anti-regurgitation, 0-3 years, reconstituted",A03QR,999900127
Fish roe,A02EM,80400007
"Follow-on, soya-based, powder",A03QM,50506005
"Follow-on formula, Visoy Gold, Wyeth, reconstituted",A03QS,999900160
"Potatoes, fried, frozen pre-fried",A00ZT#F28.A07GV$F28.A07KQ,10200012
"Corncob, boiled",A00KP#F28.A07GL,20700012
"Multivitamins, minerals and coenzyme Q10, ampoule",A03TC#F04.A03SZ$F04.A0EVG$F04.A0EVF$F03.A06JL,200203502
"Broth, prepared with shellfish cube",A043F#F04.A0EZQ$F28.A07MR,160100017
"Sweet bread, fried",A00AP#F28.A07GR,120100013
Stock cubes for broth,A043F,150500031
"Cow milk powder, full fat",A02PK,50200007
Broth,A043F#F28.A07MQ,160100020
"Bread, bagel",A004Y#F28.A07GG$F28.A07GX,60301028
"Globe artichokes, raw",A00RS,20300016
"Lobster, boiled",A02FV#F28.A07GL,80300011
"Multivitamins supplement, efervescent tabs",A03SL#F03.A06JH,200203105
"Cow, for boiling or stewing, low fat, boiled",A01QX#F10.A077C$F28.A07GL,70202027
"Croquette, shrimp",A02GB#F28.A07GR$F28.A07HK,180200009
Ã‰clair,A00AH,120100031
"Fresh mushrooms, raw",A0ETG,20600004
"Magnesium, liquid",A03SM#F04.A0EXF$F03.A06JL,200202001
Chorizo pasta,A025C#F03.A07Y4,70500065
Chilli pasta,A00ZN#F27.A00JB,150500037
"Soy isoflavones, tabs or capsules",A03SV#F04.A0EVP$F03.A06JH,200204501
"Doughnut, covered with jam fruit",A00BR#F04.A01MM,120100027
"Iron, n.e.",A03SM#F04.A0EXD,200202501
"Vitamin E, alpha-tocopherol, n.e.",A03SL#F04.A0EXL,200200401
"Fish fingers, breaded",A02KC,999900348
"Cow milk, semi-skimmed",A02LZ,50200026
"Infant cereals, non milk-based for baby bottle",A0BZE,60603001
"Follow-on formula, Aptamil AR 2, Aptamil, reconstituted",A03QR,999900125
"Simple cereals NutribÃ©n, 8 cereals and honey, +6 months, reconstituted with whole milk",A0BZE,999900221
"Pig, loin roasted with margarine",A01RG#F04.A0F1G$F28.A07GY,70204050
Cider,A03ND,140200017
Triggerfish,A029R#F01.A09N9,80200135
Fruit cake,A00BA#F04.A03AM,999900345
"Other common supplements, Detox, liquid",A03SV#F03.A06JL,200206201
"Calcium, powder, sachet or granules",A03SM#F04.A0EXH$F03.A06JD,200201602
"Southern hake, boiled",A02CB#F28.A07GL,80200116
"Follow-on formula, Miltina AR, Miltina, reconstituted",A03QR,999900132
"Infant formula, based on protein hydrolysates, powder, with rice",A03QD#F04.A001D,50502016
"Probiotics formulation, liquid",A0F3Y#F03.A06JL,200206601
"Follow-on formula, Lactose intolerance, 0-3 years, reconstituted",A03QR,999900156
"Protein/Aminoacids supplements, drops",A03SY#F03.A06JL,200204905
"Simple cereals for bottle NutribÃ©n, Biberon, +4 months, reconstituted with follow-on formula",A0BZE,999900315
"Infant cereals, non milk-based, ""Gowth, +6 months, NutribÃ©n""",A03QY#F27.A001D$F27.A001N$F27.A000G$F27.A000P$F27.A000T$F27.A001K$F08.A032H$F04.A0BSL$F04.A06VT$F09.A0EXH$F09.A0EXG$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM,60602005
"Follow-on formula, Nidina Expert H.A./A.R., NestlÃ©, reconstituted",A03QR,999900133
"Simple cereals NutribÃ©n, rice cream, +4 months, reconstituted with whole milk",A0BZE,999900215
Pistachios,A014Q,40300026
"Selenium, vitamin A, vitamin E and vitamin C, tabs or capsules",A03SN#F04.A0EXZ$F04.A0EXN$F04.A0EXL$F04.A0EVZ$F03.A06JH,200202701
"Simple cereals, reconstituted with whole milk",A0BZE,999900206
"Pig heart, stewed with lard and margarine",A021C#F04.A037V$F04.A0F1G$F28.A07GM,70600006
Allspice fruit,A018R,150400003
"Margarine, with salt",A039G#F04.A042P,100300003
"Broth, prepared with chicken cube, 2% dilution",A043G#F28.A07MR,160100015
"Beer, light",A03MF,130100005
"Cow, ox or bull fresh meat",A01QX,70202022
"Chocolate based product, with almonds",A0EQS#F04.A014D$F04.A03HG,110300034
"Simple cereals NutribÃ©n, 8 cereals and honey, +6 months, reconstituted with follow-on formula",A0BZE,999900219
"Follow-on formula, milk-based, powder, 1-3 years",A03QL#F23.A07TK,50501043
"Infant cereals, non milk-based, ""8 cereals, honey an biscuits, +6 months, NutribÃ©n""",A03QY#F27.A001D$F27.A001N$F27.A000G$F27.A000P$F27.A000T$F27.A001K$F27.A0D9S$F27.A001L$F08.A032H$F04.A0BSL$F04.A06VT$F04.A033J$F04.A03RA$F09.A0EXH$F09.A0EXG$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR,60602007
"Follow-on formula, Essential 3, Continente, reconstituted",A03QR,999900080
"Follow-on formula, Novalac AR Digest, Novalac, reconstituted",A03QR,999900129
"Vitamins supplement, drops",A03SL#F03.A06JL,200200106
"Vitamins supplement, liquid",A03SL#F03.A06JL,200200102
"Monkfish, grilled",A02BJ#F28.A0EJY,80200035
"Follow-on formula, NutribÃ©n Natal H.A., NutribÃ©n, reconstituted",A03QJ,999900113
"Follow-on formula, Novalac N3, Novalac, reconstituted",A03QR,999900084
"Follow-on formula, milk-based, powder, 1-3 years",A03QL#F23.A07TK,50501031
"Nectar, light, apple",A03BL#F04.A01DJ$F10.A0CRG,130200026
"Cow, ox or bull fresh meat",A01QX,70202017
Bananas and similar-,A04JS#F28.A07GL,999900019
"Infant cereals, milk-based ""5 fruits, Continente""",A03QZ#F04.A001N$F04.A02PL$F04.A0BSL$F04.A06VT$F04.A01MA$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXP$F09.A0EXD$F09.A0EXE$F09.A0EXK,60601027
Cocoa powder of chocolate cake,A0CSM#F04.A03HG$F03.A06JD,110300038
"Chocolate, tablet, like Bounty",A034J#F04.A014K,110300026
"Supplements for weight reduction, powder, sachet or granules",A03SV#F03.A06JD$F23.A07TT,200205201
"Swordfish, stewed with wine and olive oil",A07Y0#F03.A06JA$F04.A036P$F04.A03MT$F28.A07GM,80200048
"Infant cereals, non milk-based, ""8 cereals and honey, +6 months, NutribÃ©n""",A03QY#F27.A001D$F27.A001N$F27.A000G$F27.A000P$F27.A000T$F27.A001K$F27.A0D9S$F27.A001L$F08.A032H$F04.A0BSL$F04.A06VT$F04.A033J$F09.A0EXH$F09.A0EXG$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM,60602006
Lamb fresh meat,A01RK,70205010
"Simple cereals Auchan, Papa 8 cereals and honey, > 12 months, reconstituted with whole milk",A0BZE,999900290
"Powder for instant soup, tomato",A043J#F04.A0DMX,150500022
"Follow-on formula, Novalac AR, Novalac, reconstituted",A03QR,999900128
"Ginkgo biloba, liquid",A03SS#F04.A03JQ$F03.A06JL,200205002
"Vitamin B6, pyridoxine, tabs or capsules",A03SL#F04.A0EXS$F03.A06JH,200200901
"Ginkgo biloba, tabs or capsules",A03SS#F04.A03JQ$F03.A06JH,200205003
Fried maize cake,A00AP,999900329
"Cereals Continente, apple, reconstituted with water",A0BZF,999900195
"Simple cereals, reconstituted with follow-on formula",A0BZE,999900204
"Herbal formulations and plant extracts, drops",A03SS#F03.A06JL,200207506
"Biscuits, like HÃºngaro",A00AE#F04.A0EQS,120200052
"Ginkgo biloba, n.e.",A03SS#F04.A03JQ,200205001
Bread stuffing,A0BY0#F28.A07MA,150100011
"Beta-carotene, tabs or capsules",A03SL#F04.A0EVN$F03.A06JH,200200302
"Salmon oil, tabs or capsules",A03SX#F04.A0C75$F04.A038M$F03.A06JH,200204001
"Powder for instant soup, chicken cream",A043G,150500017
Sugar coating for cakes,A0EQP,999900330
"Soy lecithin, tabs or capsules",A03SV#F04.A012F$F03.A06JH,200204602
"Mangosteen, liquid",A03SS#F04.A01JX$F03.A06JL,200206701
"Orange drink, reconstituted from powdered base",A0EQN#F28.A07MR,130200002
"Goatling, chip, grilled",A01RL#F28.A07GZ,70207017
"Broth, fresh, shellfish",A18BC#F28.A07MQ,160100012
"Ice cream, in bar, ""Buonty"" type",A02PZ#F04.A034M$F04.A014K,51101022
"Complex B vitamins and calcium, tabs or capsules",A03SN#F04.A0EXY$F04.A0EXX$F04.A0EXV$F04.A0EXT$F04.A0EXS$F04.A0EXR$F04.A0EXQ$F04.A0EXP$F04.A0EXH$F03.A06JH,200203801
